chrX	8293184	8297019	4720.750958
chrM	1029	6864	4533.974773
chr2L	16198231	16291466	2037.254015
chr2R	1512367	1517102	1721.858718
chr3R	14509834	14513769	1714.040436
chrY	122614	126349	1690.373195
chr2L	6097331	6100866	1612.932440
chrM	10529	13164	1603.127016
chr2L	2883731	2887566	1428.918273
chr2L	2876931	2880666	1220.725116
chr2L	16489631	16493166	1097.936742
chr2L	2491131	2494666	1097.935535
chr2L	5206331	5210466	1038.149027
chr2R	7810567	7814302	991.038730
chrY	321114	324949	989.812791
chr3R	11430034	11433569	921.939498
chr2L	18693731	18697366	921.936451
chrX	22431584	22434819	920.918426
chr3L	20767989	20773324	874.267698
chr2R	16334967	16338502	843.766334
chr2L	6609431	6613066	837.847486
chr3R	24943434	24946969	836.295957
chr3L	11560889	11564224	775.655447
chr2L	6036031	6039666	743.248354
chr2R	24667367	24671102	731.767392
chr2R	1521067	1523902	731.766149
chr2L	14347231	14350566	716.940734
chr3R	5085234	5089269	713.221820
chrY	198714	202649	705.572280
chr2R	11649967	11653602	704.620625
chr3R	27705334	27708669	699.963825
chr2R	7243767	7247802	677.826804
chr3R	10867034	10870369	673.707648
chr2R	8161967	8165702	664.564257
chr2R	12754767	12758902	651.393105
chr3R	15933034	15936469	634.979593
chr3R	25471634	25475169	622.249557
chr3R	30423034	30426969	622.249240
chr2R	23563267	23566602	612.431123
chr3R	31250934	31256269	609.609164
chr2R	15539767	15543502	599.630171
chr3L	652489	656024	578.397256
chr2L	2373331	2376966	578.291369
chr2R	17758967	17762502	574.315145
chr3L	17474489	17477924	565.974173
chr2R	23976967	23980502	561.801822
chr2R	6921767	6925002	561.800806
chr2L	10515431	10518866	554.229218
chr2R	12026167	12029802	549.385893
chrX	9777184	9780419	541.853874
chr3L	19869389	19872724	541.416975
chr2R	7988067	7991602	537.069156
chr2R	12421867	12425602	537.068214
chr2R	14859067	14862402	524.851427
chr3R	10376534	10379969	523.736760
chr3L	11096189	11100124	517.250388
chr3L	8719589	8722924	517.250178
chr3L	15506789	15512724	517.249945
chr3R	5684034	5687569	511.852073
chrX	15062284	15065719	502.625876
chr3R	12009034	12012269	500.065250
chr2L	23512231	23512966	495.703548
chr3L	11689989	11693224	493.481314
chrX	15083884	15087319	489.779843
chr2R	22560467	22563702	488.807470
chr2R	9958167	9961702	488.807362
chr2R	13448867	13452102	488.806734
chr3R	18218834	18221969	488.378173
chr3L	19685789	19689024	481.749393
chr3R	5562734	5566169	476.792874
chr2L	478931	482266	472.961104
chr2L	20921331	20924466	472.960976
chr2L	2008431	2011566	472.960780
chr3R	19155234	19158469	465.308405
chr3R	18401334	18404769	465.308236
chr3R	28543234	28546569	465.308164
chr3R	29867434	29870769	465.307773
chr2R	23522167	23525402	465.293452
chr2R	10644267	10647502	465.293187
chr2R	13591667	13594902	465.293152
chr2R	10729867	10733202	465.292933
chr3L	4824089	4827324	458.592570
chr3L	1515989	1519224	458.591979
chr3R	25489234	25492869	453.926128
chr2R	15379067	15382602	453.694254
chr2L	3711131	3714566	450.614062
chr3L	18620489	18623524	447.170855
chr3L	19922089	19925624	447.170515
chr3R	13380534	13383769	442.646985
chr3R	5854934	5858169	442.646647
chr2R	9250667	9253802	442.202916
chr2R	15990467	15993902	442.202868
chr2R	16140767	16144302	442.202707
chr2L	7040931	7044066	439.590243
chr2L	5051031	5054766	439.589845
chr3L	11551689	11555324	435.854156
chr3L	19617089	19620324	435.854112
chr3R	8029534	8034669	431.472685
chr3R	22546334	22549269	431.472607
chr3R	13087134	13090269	431.472448
chr3L	19895089	19899224	424.645388
chr3L	6486989	6490224	424.645037
chr3R	10262534	10266069	420.404864
chr3R	14888834	14892069	420.404094
chr3R	24269534	24272869	420.404064
chr3R	11961634	11964669	420.404058
chr3R	7122834	7125669	420.403721
chr3R	8674534	8678169	420.403628
chr2R	23708167	23711602	419.544161
chr2L	11497431	11500466	417.847278
chr3L	6093189	6096324	413.543304
chr3L	17423789	17428924	413.543279
chr3L	7380589	7383424	413.543237
chr3R	29121834	29124969	409.442281
chr2R	18182567	18185802	408.379967
chr2R	7697667	7700902	408.379950
chr2L	5522631	5528566	407.130914
chr3L	22261589	22264824	402.551257
chr3R	23249934	23253269	398.588641
chr3R	23279534	23282769	398.588432
chr3R	17148534	17153169	398.588019
chr2R	20621967	20625002	397.327329
chr2R	7823967	7826802	397.327232
chr2R	14156167	14159302	397.327176
chr2L	1106931	1109866	396.518695
chr2L	8155531	8158766	396.518383
chr2L	15745831	15748466	396.517961
chr3L	16417689	16421124	391.669604
chr3L	11060689	11066724	391.668971
chr3L	3196389	3199624	391.668953
chr3R	26861734	26864869	387.843988
chr3R	9265434	9268569	387.843609
chr2R	17090367	17093402	386.387442
chr2R	10436467	10439602	386.387174
chr2R	24157867	24161002	386.387041
chr2L	8514631	8519066	386.011690
chr2L	18973231	18976266	386.011550
chrY	1418414	1423349	383.663193
chr3L	8339189	8342324	380.898292
chr3L	2780289	2783324	380.898284
chr3L	17431989	17435224	380.898239
chrX	8713484	8716519	379.604322
chr3R	21268234	21272069	377.209164
chr3R	23256734	23259669	377.209138
chr3R	24585034	24588569	377.209117
chr3R	11785234	11788369	377.208834
chr3R	9046234	9049969	377.208685
chr2R	6212967	6216002	375.561856
chr2R	21500467	21503602	375.561673
chr3L	16376989	16380524	370.240809
chr3L	9971089	9974124	370.240689
chr3L	9357489	9360724	370.240218
chr3R	23731534	23734769	366.685997
chr3R	15286534	15289869	366.685645
chr2R	7565167	7568502	364.851076
chr2R	15307567	15311002	364.850479
chr3L	20524889	20528224	359.697165
chr3L	17620189	17623224	359.696590
chr3L	2630289	2633224	359.696217
chr3L	9677389	9680424	359.695833
chrX	2789684	2793019	356.518484
chr3R	19401934	19404969	356.275340
chr3R	13836434	13839769	356.275075
chr3R	30599934	30602869	356.275057
chr3R	9037534	9040769	356.274947
chr3R	15130034	15132569	356.274878
chr2L	16309131	16312566	355.135863
chr2R	6871067	6874502	354.257291
chr2R	6667067	6670302	354.257039
chr2R	9136767	9140002	354.257013
chr2R	12319967	12322802	354.256569
chr2R	24946767	24949802	354.256537
chr3L	19588989	19592124	349.268021
chr3L	19091089	19094224	349.267822
chr3L	3058689	3061324	349.267375
chr3R	25679034	25682369	345.978573
chr3R	7127034	7130069	345.978383
chr3R	21659634	21662769	345.978010
chrX	9317784	9320719	345.175843
chr2L	1609931	1612966	345.062284
chr2R	17425867	17429202	343.781269
chr3L	2372089	2375224	338.956049
chr3L	1333389	1336324	338.955198
chr3R	15217634	15220669	335.796666
chr3R	19901934	19905169	335.796542
chr2L	18675931	18678866	335.099800
chrX	1938984	1954319	333.969092
chrX	2135584	2139019	333.968830
chrX	12750084	12753119	333.968578
chrX	5736484	5739519	333.968422
chr2R	17418867	17422502	333.424837
chr2R	7538267	7541102	333.424046
chr2R	7672967	7676202	333.423905
chr2R	18424767	18427902	333.423835
chr3L	22287189	22290424	328.761556
chr3L	1557089	1560324	328.761465
chr3L	7327389	7330524	328.761442
chr3L	5562089	5565624	328.761409
chr3L	11695489	11698524	328.761393
chr3L	4312089	4315124	328.761240
chr3L	15497489	15500724	328.760981
chr3R	25333834	25336769	325.731271
chr2L	1727431	1730466	325.250355
chr2L	106031	109666	325.250298
chr2L	451631	454066	325.249451
chr2R	24610067	24613202	323.188341
chr2R	9120667	9123702	323.188291
chr2R	13437567	13440702	323.188255
chr2R	10781067	10784202	323.188211
chr2R	13982167	13985202	323.188165
chr2R	16097267	16100202	323.187938
chr2R	15146567	15149402	323.187825
chr2R	21310867	21314102	323.187725
chrX	353684	356819	322.898747
chr3L	16350589	16353424	318.686311
chr3L	18665989	18668924	318.686047
chr3L	5138089	5141224	318.685858
chr3L	15830789	15834124	318.685837
chr3R	24812634	24815869	315.783965
chr3R	11795434	11798469	315.783902
chr3R	20007134	20010069	315.783901
chr3R	5860934	5863869	315.783748
chr3R	27237834	27240669	315.783613
chr2L	20089831	20092966	315.514591
chr2L	18701831	18704966	315.514466
chr2L	3871031	3873766	315.513821
chr2R	9444567	9447802	313.074667
chr2R	9205967	9209202	313.074447
chr2R	12630867	12634202	313.074437
chrX	21366884	21370119	311.969246
chr3L	14070489	14073424	308.731665
chr3L	4192589	4195624	308.731627
chr3L	9071489	9074424	308.731480
chr3R	18020134	18023269	305.955964
chr3R	31793034	31796169	305.955567
chr3R	9398734	9401669	305.955243
chr2L	8381231	8384466	305.893206
chr2L	19425031	19427966	305.893180
chr2L	4979931	4982966	305.892877
chr2L	402831	405666	305.892868
chr2L	16886931	16889766	305.892794
chr2L	19582731	19588766	305.892751
chr2L	13365331	13368266	305.892456
chr2R	10812067	10815202	303.084675
chr2R	23696767	23699602	303.084551
chr2R	10065267	10068302	303.084435
chr2R	6075367	6078302	303.084379
chr2R	16006267	16009102	303.084375
chr2R	8080667	8084002	303.084364
chr2R	21294167	21297602	303.084355
chr2R	16195167	16198302	303.084227
chrX	11885884	11888619	301.180289
chr3L	21030189	21033424	298.899613
chr3L	19253589	19256424	298.899005
chr2L	9165231	9168166	296.388128
chr2L	5518831	5521466	296.387917
chr3R	5462234	5465369	296.247940
chr3R	4802134	4807869	296.247860
chr3R	25481734	25484469	296.247601
chr3R	15135534	15141569	296.247460
chr2R	22059867	22062702	293.219266
chr2R	13204867	13208002	293.219233
chr2R	19218867	19228302	293.219222
chr2R	6759067	6765002	293.218874
chr3L	8602389	8605524	289.190530
chr3L	19293489	19304524	289.190431
chr3L	22726689	22729424	289.190316
chr3L	20374589	20377424	289.190268
chr3L	1883589	1886524	289.190131
chr3L	17352089	17354724	289.189907
chr2L	4463231	4465866	287.000695
chr2L	16190331	16195466	287.000464
chr2L	3468931	3471566	287.000453
chr2L	10341331	10344266	287.000128
chr3R	28334434	28337569	286.662196
chr3R	15195134	15198269	286.662059
chr3R	17078634	17081669	286.661958
chr3R	19146934	19149469	286.661867
chr3R	22361434	22364469	286.661749
chr3R	21161734	21164569	286.661747
chr3R	22022034	22024669	286.661713
chr3R	30457934	30460769	286.661671
chr2R	13229067	13232102	283.481180
chr2R	6740767	6743602	283.481089
chr2R	19135867	19138902	283.480619
chr2R	22636167	22639502	283.480514
chrX	2442684	2445519	280.036452
chrX	12010884	12013719	280.036245
chr3L	1797389	1800324	279.606468
chr3L	20473189	20475924	279.606005
chr3L	19859889	19862224	279.605732
chr2L	23369131	23373466	277.732437
chr2L	9430031	9432466	277.731952
chr3R	9514134	9517469	277.199633
chr3R	7245734	7251169	277.199478
chr3R	18979734	18982669	277.199448
chr3R	27273034	27276069	277.199250
chr3R	16440334	16443369	277.199149
chr3R	29747934	29750669	277.199037
chr3R	19640934	19644569	277.199005
chr2R	10807567	10810902	273.870869
chr2R	8950067	8953102	273.870758
chr2R	16290067	16295802	273.869769
chr3L	18867389	18871024	270.148759
chr3L	360089	362824	270.148660
chr3L	1962989	1965524	270.148562
chr2L	18942531	18945466	268.584466
chr2L	6672531	6675366	268.584297
chr2L	16298831	16301766	268.584166
chr3R	11234634	11237969	267.862110
chr3R	26874834	26877869	267.861951
chr3R	14326134	14329669	267.861861
